trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
641,False,"{'a': 0.01, 'e': 0.0016450245020705747}",20,6,16.598257710718663,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.01, 'e': 0.0016286562347882806}",20,7,21.463271940572053,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.01, 'e': 0.0016124508344866836}",20,0,29.774815717823433,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
644,False,"{'a': 0.01, 'e': 0.0015964066806122474}",20,0,30.90345994676468,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
645,False,"{'a': 0.01, 'e': 0.001580522168736217}",25,14,18.994329999344643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.01, 'e': 0.0015647957103941666}",20,0,29.435229174870962,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
647,False,"{'a': 0.01, 'e': 0.0015492257329271562}",20,0,7.06360459499956,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
648,False,"{'a': 0.01, 'e': 0.001533810679324463}",25,15,19.855325399063425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.01, 'e': 0.0015185490080678835}",20,14,12.3067137682677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.01, 'e': 0.0015034391929775724}",25,15,19.56341655245523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.01, 'e': 0.0014884797230594294}",30,3,43.33856700063853,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.01, 'e': 0.0014736691023539948}",25,5,31.186583472541972,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.01, 'e': 0.0014590058497868585}",25,11,21.809984267730233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.01, 'e': 0.0014444884990205433}",20,0,28.943893252383273,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.01, 'e': 0.0014301155983078744}",25,0,-6.976097982622974,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
656,False,"{'a': 0.01, 'e': 0.0014158857103468022}",25,8,27.882343141056687,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.01, 'e': 0.0014017974121366744}",20,5,31.586835303409412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.01, 'e': 0.001387849294835929}",20,8,16.49069442227976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.01, 'e': 0.0013740399636212118}",20,13,10.560751393030081,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.01, 'e': 0.0013603680375478928}",20,8,21.41459977088152,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.01, 'e': 0.0013468321494119735}",25,17,12.683785872804219,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.01, 'e': 0.0013334309456133593}",35,15,33.2650059003557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.01, 'e': 0.0013201630860205026}",25,5,34.139900296398686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.01, 'e': 0.0013070272438363863}",20,10,17.730635103046872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.01, 'e': 0.001294022105465848}",25,17,14.529167614940821,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.01, 'e': 0.0012811463703842113}",20,0,32.69763048088872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
667,False,"{'a': 0.01, 'e': 0.0012683987510072388}",20,1,27.62269282632241,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.01, 'e': 0.0012557779725623694}",20,3,30.55952433676104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.01, 'e': 0.0012432827729612404}",35,16,14.872563051189656,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.01, 'e': 0.001230911902673481}",25,14,18.39418698111523,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.01, 'e': 0.0012186641246017523}",30,15,-14.89325028812368,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
672,False,"{'a': 0.01, 'e': 0.0012065382139580404}",30,13,30.80280228591298,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.01, 'e': 0.0011945329581411752}",20,16,8.508208988089024,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.01, 'e': 0.0011826471566155727}",25,14,21.54078756916755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.01, 'e': 0.0011708796207911744}",20,0,8.093536348088875,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
676,False,"{'a': 0.01, 'e': 0.0011592291739045914}",25,16,14.716883866682277,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.01, 'e': 0.0011476946509014253}",25,16,17.956760495237518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.01, 'e': 0.0011362748983197658}",25,9,24.184679166088575,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.01, 'e': 0.0011249687741748374}",25,0,42.013688247238726,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
680,False,"{'a': 0.01, 'e': 0.0011137751478448032}",30,18,21.634273228788867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.01, 'e': 0.0011026928999577018}",30,2,46.76115406302706,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.01, 'e': 0.0010917209222795108}",20,9,-26.05413869647515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
683,False,"{'a': 0.01, 'e': 0.0010808581176033184}",35,19,27.44059796621521,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.01, 'e': 0.0010701033996396044}",20,0,29.2732632434248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
685,False,"{'a': 0.01, 'e': 0.001059455692907609}",25,9,19.492833224525203,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.01, 'e': 0.0010489139326277882}",20,12,15.743328680620012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.01, 'e': 0.0010384770646153282}",20,10,19.35888052063803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.01, 'e': 0.0010281440451747298}",25,0,40.26520545729382,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
689,False,"{'a': 0.01, 'e': 0.0010179138409954376}",20,5,-13.166381540453454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
690,False,"{'a': 0.01, 'e': 0.0010077854290485105}",35,11,41.18611582050467,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.01, 'e': 0.000997757796484312}",25,13,16.2652324056329,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.01, 'e': 0.0009878299405312295}",30,6,39.52776429733658,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.01, 'e': 0.0009780008683953946}",20,8,20.70531664243404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.01, 'e': 0.0009682695971614017}",20,11,14.869194229895589,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.01, 'e': 0.0009586351536940199}",20,8,21.0218700850639,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.01, 'e': 0.0009490965745408727}",25,17,11.371949098260547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.01, 'e': 0.0009396529058360961}",35,17,28.617666182170783,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.01, 'e': 0.000930303203204949}",20,9,19.12252027497369,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.01, 'e': 0.0009210465316693785}",25,16,15.658644179949079,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.01, 'e': 0.0009118819655545162}",20,0,28.411263997744882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
701,False,"{'a': 0.01, 'e': 0.0009028085883961136}",30,0,41.28068043169745,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
702,False,"{'a': 0.01, 'e': 0.0008938254928488927}",30,0,43.05845760761517,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.01, 'e': 0.0008849317805958146}",20,0,25.517946184897923,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.01, 'e': 0.0008761265622582417}",25,1,36.32159812935902,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.01, 'e': 0.0008674089573070025}",20,11,16.528851812930444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.01, 'e': 0.0008587780939743365}",35,24,16.49722515749568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.01, 'e': 0.0008502331091667194}",20,16,9.061305808447795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.01, 'e': 0.000841773148378549}",30,14,8.42734136016983,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
709,False,"{'a': 0.01, 'e': 0.0008333973656066964}",30,21,18.12248873826389,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.01, 'e': 0.0008251049232659038}",30,18,22.787926690076887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.01, 'e': 0.0008168949921050283}",20,12,11.494845696861109,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.01, 'e': 0.0008087667511241114}",20,0,29.312867889159758,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
713,False,"{'a': 0.01, 'e': 0.0008007193874922814}",25,0,35.03278662637987,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.01, 'e': 0.0007927520964664684}",30,18,19.86239653233647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.01, 'e': 0.0007848640813109316}",25,12,22.524303705393674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.01, 'e': 0.0007770545532175816}",30,3,43.291532098446105,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.01, 'e': 0.0007693227312271008}",25,0,23.168847198391532,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
718,False,"{'a': 0.01, 'e': 0.0007616678421508473}",20,13,11.744002140399562,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.01, 'e': 0.0007540891204935333}",25,0,37.3568510920263,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
720,False,"{'a': 0.01, 'e': 0.0007465858083766792}",25,2,32.46575653284169,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.01, 'e': 0.0007391571554628196}",25,0,28.011662143868342,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
722,False,"{'a': 0.01, 'e': 0.0007318024188804728}",25,3,32.371509872298255,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.01, 'e': 0.0007245208631498506}",30,17,22.89218526795092,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.01, 'e': 0.0007173117601093135}",25,13,19.42877818516853,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.01, 'e': 0.000710174388842549}",30,4,34.05370935357804,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.01, 'e': 0.0007031080356064829}",30,13,33.0293603464087,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.01, 'e': 0.0006961119937599021}",25,12,19.37186578527259,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.01, 'e': 0.0006891855636927931}",25,20,10.038606186703268,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.01, 'e': 0.0006823280527563766}",35,16,26.060735668048522,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.01, 'e': 0.0006755387751938444}",35,19,25.25886834311839,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.01, 'e': 0.0006688170520717817}",30,0,38.67423889455591,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
732,False,"{'a': 0.01, 'e': 0.0006621622112122764}",20,6,20.325224593959092,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.01, 'e': 0.0006555735871256958}",20,16,6.141068144632787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.01, 'e': 0.0006490505209441411}",25,10,26.071843503547232,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.01, 'e': 0.0006425923603555573}",20,7,1.1730948265891852,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
736,False,"{'a': 0.01, 'e': 0.0006361984595385052}",25,0,34.71186963724468,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
737,False,"{'a': 0.01, 'e': 0.000629868179097574}",25,14,17.66428589197421,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.01, 'e': 0.0006236008859994445}",20,12,16.211614512531625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.01, 'e': 0.0006173959535095834}",30,3,43.93110267645868,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.01, 'e': 0.0006112527611295723}",20,10,17.315432536282035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.01, 'e': 0.0006051706945350532}",30,23,12.976873900948112,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.01, 'e': 0.0005991491455142981}",25,0,35.63589520059567,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
743,False,"{'a': 0.01, 'e': 0.000593187511907387}",30,14,29.27401327666205,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.01, 'e': 0.0005872851975459907}",20,7,28.489528690255753,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.01, 'e': 0.0005814416121937556}",25,0,38.78240394957564,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
746,False,"{'a': 0.01, 'e': 0.0005756561714872761}",30,14,30.438409648677407,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.01, 'e': 0.0005699282968776604}",20,9,18.256385877299422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.01, 'e': 0.0005642574155726738}",20,8,22.480156597026216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.01, 'e': 0.0005586429604794611}",20,16,8.255980545517799,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.01, 'e': 0.0005530843701478336}",25,19,11.08239160968739,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.01, 'e': 0.0005475810887141261}",20,13,13.22965128698835,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.01, 'e': 0.0005421325658456086}",20,0,27.536670251060556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
753,False,"{'a': 0.01, 'e': 0.0005367382566854548}",25,13,16.95776641320459,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.01, 'e': 0.0005313976217982529}",20,6,17.739186977274795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.01, 'e': 0.0005261101271160638}",25,10,22.353005715207093,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.01, 'e': 0.0005208752438850122}",20,16,6.369861154416494,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.01, 'e': 0.0005156924486124138}",25,20,8.920817731027448,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.01, 'e': 0.0005105612230144218}",20,6,23.29966021886419,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.01, 'e': 0.0005054810539642003}",25,8,26.406209350786238,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.01, 'e': 0.0005004514334406104}",20,7,23.051106264519106,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.01, 'e': 0.0004954718584774093}",25,18,13.326373878812099,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.01, 'e': 0.0004905418311129505}",20,12,15.409890933261169,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.01, 'e': 0.0004856608583403892}",25,15,17.297382764813133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.01, 'e': 0.0004808284520583803}",25,9,23.124511839273307,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.01, 'e': 0.00047604412902226933}",25,0,29.380017750813803,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
766,False,"{'a': 0.01, 'e': 0.00047130741079576537}",30,0,39.94258014165356,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
767,False,"{'a': 0.01, 'e': 0.0004666178237030984}",25,17,14.115383677378848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.01, 'e': 0.0004619748987816513}",20,7,19.642630494190378,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.01, 'e': 0.0004573781717350623}",35,4,48.12612121584147,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.01, 'e': 0.00045282718288679695}",25,18,12.317243643657413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.01, 'e': 0.00044832147713417755}",20,14,14.384762914551686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.01, 'e': 0.000443860603902874}",20,13,12.578097313394476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.01, 'e': 0.00043944411710184546}",30,19,19.20584087152405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.01, 'e': 0.0004350715750787321}",35,13,43.385117259102515,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.01, 'e': 0.00043074254057568753}",35,4,45.01049887929139,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.01, 'e': 0.00042645658068565383}",20,7,18.04350610811958,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.01, 'e': 0.00042221326680906996}",20,0,31.90470054904909,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.01, 'e': 0.0004180121746110129}",20,7,25.415929639928308,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.01, 'e': 0.00041385288397876164}",20,6,26.42367404760191,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.01, 'e': 0.0004097349789797868}",25,7,29.213634231434757,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.01, 'e': 0.0004056580478201565}",20,14,10.384272738064615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.01, 'e': 0.0004016216828033581}",20,9,20.830667385322144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.01, 'e': 0.00039762548028952584}",20,0,37.86905456882194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
784,False,"{'a': 0.01, 'e': 0.0003936690406550783}",30,14,30.56597076069617,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.01, 'e': 0.0003897519682527545}",20,2,24.726726158828306,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.01, 'e': 0.00038587387137205064}",25,13,17.7326681288299,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.01, 'e': 0.0003820343622000467}",30,21,17.413706746316148,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.01, 'e': 0.00037823305678262576}",20,0,28.298834076468815,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
789,False,"{'a': 0.01, 'e': 0.000374469574986078}",25,12,24.60857846341305,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.01, 'e': 0.0003707435404590882}",25,0,33.62236710431515,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
791,False,"{'a': 0.01, 'e': 0.0003670545805950984}",20,0,29.155475153623946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
792,False,"{'a': 0.01, 'e': 0.0003634023264950478}",20,16,6.9176768383826275,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.01, 'e': 0.00035978641293048274}",30,22,11.974734442142447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.01, 'e': 0.00035620647830703403}",30,9,38.04014258808277,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.01, 'e': 0.00035266216462825575}",20,8,23.367085465482674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.01, 'e': 0.0003491531174598264}",20,2,32.74506320491007,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.01, 'e': 0.00034567898589410494}",20,0,28.844052589057963,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
798,False,"{'a': 0.01, 'e': 0.0003422394225150394}",25,0,31.963016117131822,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
799,False,"{'a': 0.01, 'e': 0.0003388340833634261}",20,0,27.002301434224375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
800,False,"{'a': 0.01, 'e': 0.00033546262790251185}",30,0,44.02878297473101,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
801,False,"{'a': 0.01, 'e': 0.00033212471898394095}",20,10,17.886628292227094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.01, 'e': 0.00032882002281403995}",20,0,28.230586502676175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
803,False,"{'a': 0.01, 'e': 0.00032554820892043796}",30,13,27.80674741003823,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.01, 'e': 0.00032230895011901855}",30,0,40.20231103885396,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
805,False,"{'a': 0.01, 'e': 0.00031910192248120326}",25,16,17.64127098925029,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.01, 'e': 0.00031592680530155527}",25,0,34.4860727239358,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
807,False,"{'a': 0.01, 'e': 0.00031278328106571065}",25,11,21.315172043325447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.01, 'e': 0.0003096710354186262}",20,7,24.009308635293966,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.01, 'e': 0.0003065897571331437}",20,0,28.716269832769424,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
810,False,"{'a': 0.01, 'e': 0.0003035391380788668}",25,6,25.45147948900649,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.01, 'e': 0.0003005188731913479}",20,0,31.655671460157368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
812,False,"{'a': 0.01, 'e': 0.0002975286604415808}",25,11,21.035816890373066,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.01, 'e': 0.0002945682008057998}",25,18,13.85747607353837,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.01, 'e': 0.0002916371982355737}",30,23,13.345750779974864,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.01, 'e': 0.000288735359628203}",20,4,25.342971695772242,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.01, 'e': 0.0002858623947974087}",25,0,30.39704013648868,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
817,False,"{'a': 0.01, 'e': 0.0002830180164443136}",25,19,8.84625764533811,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.01, 'e': 0.000280201940128712}",20,0,32.29277928069771,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
819,False,"{'a': 0.01, 'e': 0.0002774138842406257}",30,13,25.852661028608537,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.01, 'e': 0.00027465356997214254}",25,12,20.003820216595052,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.01, 'e': 0.00027192072128953476}",25,18,10.529031016487064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.01, 'e': 0.00026921506490565784}",20,9,18.283981911776944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.01, 'e': 0.00026653633025261806}",20,16,6.239388611987319,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
