trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
456,False,"{'a': 0.01, 'e': 0.010462058943426795}",25,0,-2.5312355794514234,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
457,False,"{'a': 0.01, 'e': 0.010357959717613696}",20,13,10.604065842586241,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.010254896296404022}",25,3,32.99035367648873,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.01, 'e': 0.010152858373369763}",25,0,43.091078990480305,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
460,False,"{'a': 0.01, 'e': 0.010051835744633576}",25,13,23.25739406734561,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.00995181830784842}",25,17,12.944273055189553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.01, 'e': 0.009852796061187257}",20,6,21.834388336075794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.01, 'e': 0.009754759102342903}",25,9,25.2149562375881,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.01, 'e': 0.009657697627537777}",20,8,19.170008728064865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.01, 'e': 0.009561601930543505}",20,15,9.967447755064567,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.01, 'e': 0.009466462401710323}",25,10,24.6130093180868,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.01, 'e': 0.009372269527006058}",25,0,34.496810741325234,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
468,False,"{'a': 0.01, 'e': 0.009279013887064744}",20,0,11.859680563551557,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
469,False,"{'a': 0.01, 'e': 0.009186686156244664}",20,9,7.80444564755839,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.01, 'e': 0.009095277101695816}",20,5,24.92537983398902,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.01, 'e': 0.00900477758243656}",30,20,17.39475670541587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.01, 'e': 0.008915178548439553}",20,0,33.53017546646858,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
473,False,"{'a': 0.01, 'e': 0.008826471039726723}",20,10,17.99816023609764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.01, 'e': 0.00873864618547329}",20,13,14.800813054704884,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.01, 'e': 0.008651695203120634}",20,11,16.80637575815601,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.01, 'e': 0.00856560939749806}",20,8,17.33157393945993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.01, 'e': 0.00848038015995326}",25,11,23.035300578628732,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.01, 'e': 0.00839599896749147}",25,5,36.8602671972847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.01, 'e': 0.008312457381923119}",30,0,44.15659537724117,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
480,False,"{'a': 0.01, 'e': 0.00822974704902003}",25,0,29.4842006902865,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
481,False,"{'a': 0.01, 'e': 0.008147859697679982}",20,9,19.021452725339316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.01, 'e': 0.008066787139099614}",20,10,10.394067766893198,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.01, 'e': 0.007986521265955502}",25,15,15.749802058772838,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.01, 'e': 0.007907054051593441}",30,15,-23.16504949968528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
485,False,"{'a': 0.01, 'e': 0.007828377549225767}",25,14,21.380873806976098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.01, 'e': 0.007750483891136692}",20,14,11.382958439160497,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.01, 'e': 0.007673365287895489}",25,16,13.39912438229825,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.01, 'e': 0.007597014027577567}",20,7,24.682431425087454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.01, 'e': 0.00752142247499327}",30,0,46.18280531777999,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
490,False,"{'a': 0.01, 'e': 0.007446583070924338}",20,10,18.977734327072003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.01, 'e': 0.007372488331368012}",25,17,13.254502189272737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.01, 'e': 0.007299130846788583}",20,6,0.9178972199470481,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
493,False,"{'a': 0.01, 'e': 0.0072265032813764625}",35,19,24.890672480824293,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.01, 'e': 0.007154598372314579}",20,3,22.582430748270454,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.01, 'e': 0.0070834089290521185}",25,17,17.805835591259125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.01, 'e': 0.007012927832585425}",25,11,27.871135467902203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.01, 'e': 0.0069431480347461145}",25,10,24.32701153764336,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.01, 'e': 0.006874062557496248}",20,9,17.996166138888984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.01, 'e': 0.006805664492230543}",30,9,33.08334470676942,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.01, 'e': 0.006737946999085467}",20,3,-15.369491195882688,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
501,False,"{'a': 0.01, 'e': 0.006670903306255274}",30,4,22.439187906782145,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.01, 'e': 0.006604526709314805}",25,16,17.15666420299294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.01, 'e': 0.006538810570549064}",20,10,10.842208092536254,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.01, 'e': 0.006473748318289405}",20,6,21.356672303106926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.01, 'e': 0.006409333446256383}",20,8,20.66180736120776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.01, 'e': 0.00634555951290911}",30,8,38.26278222332092,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.01, 'e': 0.006282420140801118}",30,18,17.465324862205126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.01, 'e': 0.006219909015942573}",25,17,15.029952400962847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.01, 'e': 0.006158019887168897}",25,11,24.2189552950964,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.01, 'e': 0.006096746565515633}",25,12,20.385452578990133,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.01, 'e': 0.006036082923599565}",20,16,8.245958565969222,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.01, 'e': 0.005976022895005943}",20,2,22.803541787917585,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.01, 'e': 0.005916560473681857}",20,9,19.92331820682614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.01, 'e': 0.0058576897133356225}",20,12,12.80776230089304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.01, 'e': 0.005799404726842141}",20,8,22.102208721728655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.01, 'e': 0.005741699685654202}",20,0,31.626134941101462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
517,False,"{'a': 0.01, 'e': 0.005684568819219595}",20,11,16.3561875508418,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.01, 'e': 0.005628006414404065}",20,13,12.319487850421524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.01, 'e': 0.005572006814919993}",25,15,16.892294755482858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.01, 'e': 0.0055165644207607716}",30,14,25.731450865243165,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.01, 'e': 0.005461673687640779}",35,25,20.517116983616045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.01, 'e': 0.00540732912644096}",30,18,20.64552568390727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.01, 'e': 0.005353525302659903}",20,1,30.727699948910228,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.01, 'e': 0.005300256835870402}",20,10,17.08455117387183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.01, 'e': 0.005247518399181385}",25,15,16.928474270588758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.01, 'e': 0.005195304718705231}",20,6,-14.953521652564575,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
527,False,"{'a': 0.01, 'e': 0.005143610573030379}",25,14,21.34760313578684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.01, 'e': 0.00509243079269919}",20,6,22.211984626987327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.01, 'e': 0.005041760259690979}",20,0,23.975338963096167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
530,False,"{'a': 0.01, 'e': 0.004991593906910217}",25,11,24.23388880787676,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.01, 'e': 0.004941926717679818}",25,7,23.074673180181335,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.01, 'e': 0.004892753725239476}",25,16,17.349067640723128,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.01, 'e': 0.004844070012248967}",20,0,28.387569951816,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
534,False,"{'a': 0.01, 'e': 0.004795870710296421}",30,18,21.0871677459089,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.01, 'e': 0.004748150999411473}",20,15,10.099363681670901,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.01, 'e': 0.004700906107583276}",20,10,21.033715298987644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.01, 'e': 0.004654131310283272}",25,19,8.323037384976285,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.01, 'e': 0.004607821929992752}",25,17,11.961225114966798,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.01, 'e': 0.004561973335735096}",20,6,20.822269989388897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.01, 'e': 0.004516580942612666}",20,13,13.11912940052774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.01, 'e': 0.004471640211348332}",20,14,14.370152807694474,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.01, 'e': 0.004427146647831511}",25,19,13.183419561125943,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.01, 'e': 0.004383095802668776}",20,0,23.168333597123976,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.01, 'e': 0.004339483270738895}",20,12,14.10878653617051,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.01, 'e': 0.00429630469075234}",25,0,47.639920469675495,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
546,False,"{'a': 0.01, 'e': 0.004253555744815125}",25,15,16.255421801965817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.01, 'e': 0.004211232157997035}",25,13,19.394968973818283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.01, 'e': 0.0041693296979041115}",20,10,19.582792878078866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.01, 'e': 0.004127844174255436}",20,10,19.595774480888725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.01, 'e': 0.004086771438464067}",20,0,27.59638731136713,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
551,False,"{'a': 0.01, 'e': 0.004046107383222199}",30,0,42.887582250111585,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.01, 'e': 0.004005847942090417}",25,14,-1.7627468822762093,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
553,False,"{'a': 0.01, 'e': 0.003965989089091065}",25,15,17.825612531947108,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.01, 'e': 0.003926526838305624}",25,0,37.84906057254697,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
555,False,"{'a': 0.01, 'e': 0.0038874572434761303}",30,15,27.035899499967044,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.01, 'e': 0.0038487763976105395}",25,0,37.5610750869406,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
557,False,"{'a': 0.01, 'e': 0.003810480432592037}",20,5,24.027477277857372,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.01, 'e': 0.0037725655187922052}",30,8,27.85364402443693,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.01, 'e': 0.0037350278646880674}",30,12,28.279697001276798,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.01, 'e': 0.003697863716482929}",25,11,21.331621414950405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.01, 'e': 0.0036610693577310053}",25,15,16.38925731835871,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.01, 'e': 0.0036246411089657558}",25,10,22.340948848915122,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.01, 'e': 0.0035885753273319477}",25,11,22.815662164947522,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.01, 'e': 0.003552868406221362}",20,7,20.377084128515595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.01, 'e': 0.0035175167749121284}",25,0,36.2304645445424,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
566,False,"{'a': 0.01, 'e': 0.003482516898211663}",20,0,22.395946254336035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.01, 'e': 0.0034478652761031265}",20,8,18.111953046643773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.01, 'e': 0.0034135584433954303}",20,14,13.09544050390828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.01, 'e': 0.0033795929693767124}",25,0,26.576040388554738,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
570,False,"{'a': 0.01, 'e': 0.003345965457471272}",20,13,-27.76443137211782,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
571,False,"{'a': 0.01, 'e': 0.0033126725448998926}",25,0,38.522601090248706,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
572,False,"{'a': 0.01, 'e': 0.003279710902343573}",25,17,16.2416406029407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.01, 'e': 0.0032470772336105863}",20,3,29.40244122447683,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.01, 'e': 0.00321476827530687}",25,20,8.91839976738791,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.003182780796509667}",20,2,26.83314918756121,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.01, 'e': 0.0031511115984444414}",30,8,37.524252519675535,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.01, 'e': 0.003119757514164992}",30,10,31.512468445179614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.01, 'e': 0.0030887154082367687}",20,2,24.153439409383257,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.01, 'e': 0.0030579821764233073}",20,11,14.726491875353789,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.01, 'e': 0.0030275547453758153}",20,3,26.76885788462227,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.0029974300723258286}",30,18,23.45441003430487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.01, 'e': 0.002967605144780944}",30,0,42.15456061629496,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
583,False,"{'a': 0.01, 'e': 0.0029380769802235503}",20,0,28.872083524706866,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.01, 'e': 0.002908842625812584}",25,13,19.339473417267865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.01, 'e': 0.0028798991580882404}",20,8,19.998974723806988,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.01, 'e': 0.0028512436826796323}",30,11,30.193130411137606,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.01, 'e': 0.0028228733340153363}",20,7,22.504063902903653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.01, 'e': 0.0027947852750368437}",25,0,42.103758070062135,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
589,False,"{'a': 0.01, 'e': 0.002766976696914851}",20,0,26.49812706859024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.01, 'e': 0.0027394448187683684}",25,10,22.692224962333064,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.01, 'e': 0.0027121868873866434}",20,15,8.856702057986082,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.0026852001769538205}",25,11,26.626718709532557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.01, 'e': 0.002658481988776367}",25,3,34.43279236267892,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.01, 'e': 0.0026320296510131984}",25,20,8.68339769798975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.01, 'e': 0.0026058405184084983}",20,8,22.270911498658403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.01, 'e': 0.00257991197202718}",25,8,29.137290630088795,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.01, 'e': 0.0025542414189929983}",35,22,1.1022584104579949,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
598,False,"{'a': 0.01, 'e': 0.0025288262922292556}",25,8,32.26902593668396,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.01, 'e': 0.0025036640502021}",25,7,27.839652600843554,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.01, 'e': 0.0024787521766663585}",20,10,22.178771873813346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.01, 'e': 0.002454088180413917}",20,10,15.380361539026058,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.01, 'e': 0.0024296695950245953}",25,6,31.22605575737671,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.01, 'e': 0.0024054939786195095}",25,13,25.446947236605894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.01, 'e': 0.0023815589136168707}",20,10,15.76076226512847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.01, 'e': 0.002357862006490233}",20,13,12.688490234957053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.01, 'e': 0.002334400887529133}",25,1,33.09074088784992,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.01, 'e': 0.002311173210602129}",20,6,23.435157638944514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.01, 'e': 0.0022881766529221693}",20,6,23.22904984967142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.01, 'e': 0.002265408914814322}",20,3,22.583318261837796,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.01, 'e': 0.002242867719485801}",20,0,31.600882155319642,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
611,False,"{'a': 0.01, 'e': 0.002220550812798294}",20,2,27.626259862560648,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.01, 'e': 0.0021984559630425313}",30,0,46.36682279117638,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
613,False,"{'a': 0.01, 'e': 0.0021765809607151255}",20,14,8.968319143994735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.01, 'e': 0.002154923618297613}",35,18,27.938179177309383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.01, 'e': 0.002133481770037708}",20,7,26.41272965360707,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.01, 'e': 0.002112253271732714}",25,3,36.07494258542691,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.01, 'e': 0.0020912360005151103}",20,12,15.916220702357636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.01, 'e': 0.0020704278546402606}",25,12,23.592638508062095,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.01, 'e': 0.002049826753276235}",25,6,27.72407709410054,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.01, 'e': 0.002029430636295734}",30,18,24.123505516549912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.01, 'e': 0.0020092374640700602}",25,13,23.0840821331121,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.01, 'e': 0.0019892452172651635}",20,3,26.943711098907922,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.01, 'e': 0.0019694518966397014}",20,12,16.1056954481809,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.01, 'e': 0.0019498555228451206}",30,13,31.883358635536993,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.01, 'e': 0.0019304541362277093}",25,17,15.525838059650544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.01, 'e': 0.0019112457966326377}",20,7,23.483665243173082,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.01, 'e': 0.001892228583209938}",25,11,28.462252056055444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.01, 'e': 0.0018734005942224233}",20,16,8.0991660749947,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.01, 'e': 0.0018547599468555032}",30,15,26.066844060920253,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.01, 'e': 0.0018363047770289071}",25,1,26.974967793630594,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.01, 'e': 0.0018180332392102713}",20,15,10.029784394213795,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.01, 'e': 0.0017999435062305911}",35,16,34.51540470021638,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.01, 'e': 0.0017820337691014916}",20,0,31.37632372344362,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
634,False,"{'a': 0.01, 'e': 0.0017643022368343355}",35,18,30.55260511120152,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.01, 'e': 0.0017467471362611182}",20,12,16.53482794993631,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.01, 'e': 0.0017293667118571557}",35,14,38.552676652297556,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.01, 'e': 0.0017121592255655228}",30,3,34.00985457787856,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.01, 'e': 0.0016951229566232505}",25,7,30.262068826564228,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.01, 'e': 0.0016782562013892464}",20,9,18.95824095545455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.01, 'e': 0.001661557273173934}",25,0,36.9987949894492,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
